Venue ID,Region,Latitude,Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,rating,checkinsCount,usersCount,tipCount,visitsCount,likes
4c11b7eed55995210c4d18b9,Jakarta Timur,-6.26289085,106.88222894692834,KFC,-6.254365920143093,106.82726751273914,Fast Food Restaurant,8.5,,,17.0,,141.0
55ab2977498eb193c70c0d8c,Jakarta Timur,-6.26289085,106.88222894692834,Shaburi,-6.2243825669599415,106.84249783181235,Shabu-Shabu Restaurant,8.4,,,6.0,,41.0
5576bb89498ef59c10517ee9,Jakarta Timur,-6.26289085,106.88222894692834,Sate Khas Senayan,-6.224864076871153,106.83010825875854,Javanese Restaurant,9.0,,,5.0,,24.0
5ad0bd3b123a1961ab123230,Jakarta Timur,-6.26289085,106.88222894692834,Nosh,-6.2234993,106.84226,Restaurant,8.4,,,1.0,,7.0
5013ee56e4b09cb7df87f05d,Jakarta Timur,-6.26289085,106.88222894692834,TOUS les JOURS,-6.223719171356006,106.84282311401192,Bakery,8.4,,,33.0,,110.0
5014e4efe4b0c3d591edded4,Jakarta Timur,-6.26289085,106.88222894692834,ZENBU House of Mozaru,-6.224429312888281,106.84254661455229,Japanese Restaurant,8.3,,,35.0,,103.0
4c318148452620a105c3200f,Jakarta Timur,-6.26289085,106.88222894692834,Lapo Marpadotbe Bea Cukai,-6.205586662113302,106.87328920193809,Indonesian Restaurant,8.5,,,28.0,,68.0
5662becb38fa1e55a5853a45,Jakarta Timur,-6.26289085,106.88222894692834,Holycow! Steakhouse #CAMPTendean,-6.240188094640874,106.82160216534362,Steakhouse,8.9,,,6.0,,62.0
4b52f715f964a520868b27e3,Jakarta Timur,-6.26289085,106.88222894692834,BLOWFISH Kitchen & Bar,-6.235892373768076,106.8236826571779,Sushi Restaurant,8.9,,,85.0,,375.0
571a0478498ef2ba2434fb55,Jakarta Timur,-6.26289085,106.88222894692834,Bakmi GM,-6.222800311945142,106.8435004674896,Noodle House,8.3,,,2.0,,20.0
4bfa2e828f32ef3b45d604aa,Jakarta Timur,-6.26289085,106.88222894692834,FJ BISTRO & DELI,-6.259866632277193,106.81547850318792,Restaurant,9.0,,,30.0,,76.0
527054fa498e710b21963b9a,Jakarta Timur,-6.26289085,106.88222894692834,Marugame Udon,-6.224063985395085,106.84322015319424,Udon Restaurant,8.3,,,50.0,,216.0
51fdfe05498e55253da4825e,Jakarta Timur,-6.26289085,106.88222894692834,Thamra Kurma,-6.2354465084136415,106.92279023190551,Mediterranean Restaurant,8.0,,,1.0,,12.0
